date,var_1,var_2,var_3,var_4,var_5,label
2012-10-05,68.0,1014.0,290.38,3.0,290.0,
2012-10-05,72.0,1014.0,289.76,1.0,320.0,
2012-10-05,72.0,1015.0,289.43,2.0,280.0,
2012-10-05,72.0,1016.0,289.25,3.0,280.0,
2012-10-05,80.0,1012.0,288.91,2.0,165.0,
2012-10-05,88.0,1008.0,288.57,1.0,50.0,
2012-10-05,88.0,1008.0,288.42,2.0,105.0,
2012-10-05,88.0,1009.0,288.27,2.0,160.0,
2012-10-05,72.0,1017.0,288.24,0.0,0.0,
2012-10-05,77.0,1017.0,288.22,0.0,0.0,
2012-10-05,77.0,1017.0,288.6,3.0,250.0,
2012-10-05,72.0,1018.0,289.02,3.0,160.0,
2012-10-05,72.0,1018.0,288.61,3.0,180.0,
2012-10-05,72.0,1019.0,289.41,4.0,160.0,
2012-10-05,60.0,1026.0,290.09,2.0,220.0,
2012-10-05,74.0,1009.0,292.13,2.0,310.0,
2012-10-05,50.0,1024.0,293.26,2.0,270.0,
2012-10-05,74.0,1009.0,294.02,4.0,360.0,
2012-10-05,47.0,1023.0,294.3,0.0,0.0,
2012-10-05,79.0,1008.0,293.81,3.0,260.0,
2012-10-05,50.0,1023.0,293.45,1.0,210.0,
2012-10-06,63.0,1019.0,291.75,7.0,290.0,
2012-10-06,67.0,1019.0,290.32,6.0,270.0,
2012-10-06,100.0,1023.0,289.55,0.0,0.0,
2012-10-06,72.0,1020.0,288.53,5.0,280.0,
2012-10-06,77.0,1020.0,288.23,6.0,270.0,
2012-10-06,72.0,1021.0,287.96,3.0,240.0,
2012-10-06,77.0,1021.0,287.93,4.0,260.0,
2012-10-06,94.0,1010.0,287.85,0.0,0.0,
2012-10-06,91.0,1010.0,287.83,0.0,0.0,
2012-10-06,88.0,1010.0,287.81,0.0,0.0,
2012-10-06,77.0,1021.0,287.59,3.0,250.0,
2012-10-06,72.0,1021.0,287.82,5.0,260.0,
2012-10-06,100.0,1023.0,287.85,0.0,0.0,
2012-10-06,78.0,1010.0,288.18,2.0,120.0,
2012-10-06,74.0,1011.0,288.41,2.0,120.0,
2012-10-06,77.0,1021.0,288.7,0.0,0.0,
2012-10-06,77.0,1021.0,289.54,2.0,150.0,
2012-10-06,68.0,1021.0,291.24,2.0,80.0,
2012-10-06,63.0,1021.0,292.7,2.0,100.0,
2012-10-06,63.0,1021.0,293.61,3.0,350.0,
2012-10-06,56.0,1020.0,294.09,3.0,340.0,
2012-10-06,53.0,1020.0,294.32,8.0,290.0,
2012-10-06,46.0,1020.0,294.68,5.0,270.0,
2012-10-06,60.0,1019.0,293.76,6.0,270.0,
2012-10-07,68.0,1019.0,292.9,6.0,270.0,
2012-10-07,68.0,1019.0,292.07,6.0,270.0,
2012-10-07,68.0,1019.0,290.85,5.0,260.0,
2012-10-07,72.0,1019.0,290.07,5.0,280.0,
2012-10-07,77.0,1019.0,289.71,5.0,280.0,
2012-10-07,77.0,1019.0,289.48,3.0,280.0,
2012-10-07,82.0,1015.0,288.896666667,2.0,186.0,
2012-10-07,88.0,1011.0,288.313333333,1.0,93.0,
2012-10-07,94.0,1008.0,287.73,0.0,0.0,
2012-10-07,82.0,1019.0,287.63,3.0,290.0,
2012-10-07,87.0,1019.0,286.3,2.0,280.0,
2012-10-07,87.0,1018.0,285.68,3.0,280.0,
2012-10-07,87.0,1018.0,285.5,2.0,290.0,
2012-10-07,87.0,1018.0,284.94,2.0,270.0,
2012-10-07,82.0,1018.0,285.15,2.0,270.0,
2012-10-07,82.0,1018.0,285.69,1.0,280.0,
2012-10-07,72.0,1019.0,288.65,0.0,0.0,
2012-10-07,68.0,1019.0,290.6,1.0,70.0,
2012-10-07,63.0,1018.0,291.73,2.0,90.0,
2012-10-07,52.0,1018.0,292.58,2.0,80.0,
2012-10-07,43.0,1018.0,293.38,6.0,270.0,
2012-10-07,52.0,1018.0,293.54,4.0,350.0,
2012-10-07,40.0,1016.0,294.25,4.0,290.0,
2012-10-07,40.0,1016.0,294.13,6.0,270.0,
2012-10-08,43.0,1016.0,293.6,6.0,280.0,
2012-10-08,55.0,1016.0,291.3,6.0,270.0,
2012-10-08,63.0,1016.0,289.52,5.0,270.0,
2012-10-08,67.0,1016.0,288.65,5.0,280.0,
2012-10-08,67.0,1016.0,287.96,6.0,270.0,
2012-10-08,72.0,1016.0,287.33,8.0,270.0,
2012-10-08,72.0,1016.0,286.93,5.0,280.0,
2012-10-08,82.0,1016.0,286.6,3.0,260.0,
2012-10-08,82.0,1016.0,286.06,3.0,260.0,
2012-10-08,82.0,1016.0,285.77,3.0,270.0,
2012-10-08,82.0,1016.0,285.46,2.0,200.0,
2012-10-08,82.0,1015.0,285.32,4.0,260.0,
2012-10-08,87.0,1016.0,284.55,2.0,280.0,
2012-10-08,87.0,1016.0,284.62,3.0,290.0,
2012-10-08,87.0,1016.0,284.62,3.0,260.0,
2012-10-08,87.0,1017.0,285.47,3.0,270.0,
2012-10-08,82.0,1017.0,287.13,2.0,280.0,
2012-10-08,76.0,1023.0,288.21,5.0,350.0,
2012-10-08,67.0,1016.0,290.56,3.0,320.0,
2012-10-08,82.0,1017.0,291.16,4.0,320.0,
2012-10-08,47.0,1021.0,292.25,3.0,10.0,
2012-10-08,77.0,1016.0,293.39,5.0,310.0,
2012-10-08,49.0,1015.0,294.11,6.0,290.0,
2012-10-08,52.0,1015.0,293.68,8.0,280.0,
2012-10-09,55.0,1014.0,292.11,9.0,270.0,
2012-10-09,59.0,1014.0,290.35,11.0,260.0,
2012-10-09,67.0,1015.0,288.88,9.0,270.0,
2012-10-09,63.0,1015.0,288.08,4.0,280.0,
2012-10-09,72.0,1016.0,287.83,4.0,290.0,
2012-10-09,72.0,1016.0,287.35,4.0,250.0,
2012-10-09,82.0,1016.0,286.67,4.0,270.0,
2012-10-09,82.0,1016.0,286.36,3.0,260.0,
2012-10-09,88.0,1013.0,286.055,1.0,130.0,
2012-10-09,94.0,1010.0,285.75,0.0,0.0,
2012-10-09,94.0,1011.0,285.56,0.0,0.0,
2012-10-09,94.0,1010.0,285.62,0.0,0.0,
2012-10-09,76.0,1016.0,285.22,2.0,190.0,
2012-10-09,76.0,1016.0,285.09,2.0,230.0,
2012-10-09,81.0,1017.0,283.93,1.0,220.0,
2012-10-09,76.0,1017.0,284.94,0.0,0.0,
2012-10-09,67.0,1017.0,287.87,3.0,280.0,
2012-10-09,81.0,1023.0,288.64,2.0,350.0,
2012-10-09,71.0,1022.0,291.08,2.0,350.0,
2012-10-09,71.0,1022.0,292.14,1.0,320.0,
2012-10-09,74.0,1010.0,292.67,3.0,310.0,
2012-10-09,71.0,1021.0,293.02,3.0,30.0,
2012-10-09,56.0,1017.0,293.26,6.0,280.0,
2012-10-09,59.0,1017.0,291.92,6.0,280.0,
2012-10-10,55.0,1016.0,291.7,5.0,270.0,
2012-10-10,63.0,1016.0,290.5,6.0,260.0,
2012-10-10,67.0,1016.0,289.13,4.0,230.0,
2012-10-10,77.0,1017.0,288.34,3.0,270.0,
2012-10-10,77.0,1017.0,287.93,4.0,270.0,
2012-10-10,77.0,1017.0,287.66,4.0,270.0,
2012-10-10,82.0,1017.0,286.46,1.0,220.0,
2012-10-10,82.0,1017.0,286.06,1.0,310.0,
2012-10-10,77.0,1017.0,285.64,0.0,0.0,
2012-10-10,82.0,1017.0,285.156666667,0.0,31.0,
2012-10-10,88.0,1017.0,284.673333333,0.0,62.0,
2012-10-10,94.0,1017.0,284.19,0.0,94.0,
2012-10-10,82.0,1016.0,285.4,0.0,0.0,
2012-10-10,82.0,1017.0,285.55,2.0,230.0,
2012-10-10,82.0,1017.0,284.76,0.0,0.0,
2012-10-10,95.0,1017.0,285.18,0.0,91.0,
2012-10-10,100.0,1022.0,287.06,0.0,0.0,
2012-10-10,72.0,1017.0,289.69,2.0,100.0,
2012-10-10,72.0,1017.0,291.7,2.0,60.0,
2012-10-10,68.0,1016.0,292.76,2.0,30.0,
2012-10-10,63.0,1016.0,293.69,2.0,30.0,
2012-10-10,56.0,1015.0,293.28,6.0,280.0,
2012-10-10,50.0,1014.0,293.64,4.0,247.0,
2012-10-10,45.0,1013.0,294.0,3.0,215.0,
2012-10-11,45.0,1013.0,294.0,3.0,215.0,
2012-10-11,45.0,1013.0,294.0,3.0,215.0,
2012-10-11,45.0,1013.0,294.0,3.0,215.0,
2012-10-11,45.0,1013.0,294.0,3.0,215.0,
2012-10-11,45.0,1013.0,294.0,3.0,215.0,
2012-10-11,67.0,1013.0,289.28,2.0,255.0,
2012-10-11,89.0,1013.0,284.56,1.0,295.0,
2012-10-11,82.0,1015.0,286.75,6.0,280.0,
2012-10-11,82.0,1015.0,286.55,5.0,280.0,
2012-10-11,82.0,1015.0,286.27,4.0,290.0,
2012-10-11,100.0,1019.0,285.91,0.0,0.0,
2012-10-11,82.0,1014.0,285.71,4.0,270.0,
2012-10-11,93.0,1014.0,285.6,0.0,0.0,
2012-10-11,100.0,1021.0,285.57,0.0,0.0,
2012-10-11,87.0,1014.0,285.81,4.0,290.0,
2012-10-11,82.0,1015.0,286.18,4.0,260.0,
2012-10-11,73.0,1014.0,288.135,4.0,257.0,
2012-10-11,65.0,1014.0,290.09,4.0,254.0,
2012-10-11,56.0,1013.0,292.045,4.0,251.0,
2012-10-11,48.0,1013.0,294.0,3.0,248.0,
2012-10-11,48.0,1013.0,294.0,3.0,248.0,
2012-10-11,63.0,1013.0,293.49,6.0,290.0,
2012-10-11,59.0,1013.0,293.8,5.0,290.0,
2012-10-11,59.0,1013.0,292.94,7.0,280.0,
2012-10-12,67.0,1013.0,291.0,9.0,260.0,
2012-10-12,72.0,1013.0,289.05,7.0,250.0,
2012-10-12,71.0,1014.0,287.65,4.0,260.0,
2012-10-12,71.0,1014.0,287.24,3.0,270.0,
2012-10-12,71.0,1014.0,286.8,6.0,270.0,
2012-10-12,76.0,1015.0,286.68,4.0,280.0,
2012-10-12,71.0,1015.0,286.42,4.0,270.0,
2012-10-12,71.0,1015.0,286.27,2.0,250.0,
2012-10-12,71.0,1014.0,286.23,3.0,270.0,
2012-10-12,71.0,1014.0,286.27,3.0,250.0,
2012-10-12,76.0,1014.0,286.39,3.0,280.0,
2012-10-12,76.0,1014.0,286.22,3.0,270.0,
2012-10-12,71.0,1013.0,286.26,1.0,260.0,
2012-10-12,71.0,1013.0,285.81,3.0,280.0,
2012-10-12,71.0,1013.0,285.52,3.0,260.0,
2012-10-12,71.0,1013.0,285.98,3.0,270.0,
2012-10-12,71.0,1014.0,286.6,5.0,240.0,
2012-10-12,71.0,1014.0,286.95,6.0,260.0,
2012-10-12,71.0,1014.0,287.27,4.0,250.0,
2012-10-12,67.0,1014.0,287.51,6.0,230.0,
2012-10-12,67.0,1014.0,287.71,4.0,250.0,
2012-10-12,71.0,1013.0,287.52,3.0,230.0,
2012-10-12,71.0,1013.0,287.51,4.0,240.0,
2012-10-12,71.0,1014.0,287.26,4.0,220.0,
2012-10-13,70.0,1013.0,287.728,4.0,222.0,
2012-10-13,69.0,1013.0,288.196,4.0,224.0,
2012-10-13,68.0,1013.0,288.664,4.0,226.0,
2012-10-13,68.0,1013.0,289.132,4.0,228.0,
2012-10-13,67.0,1013.0,289.6,4.0,230.0,
2012-10-13,71.0,1015.0,286.59,2.0,270.0,
2012-10-13,71.0,1015.0,286.56,4.0,240.0,
2012-10-13,71.0,1015.0,286.39,3.0,210.0,
2012-10-13,71.0,1015.0,286.32,2.0,210.0,
2012-10-13,87.0,1015.0,286.13,2.0,190.0,
2012-10-13,87.0,1016.0,285.9,2.0,190.0,
2012-10-13,82.0,1015.0,285.77,2.0,280.0,
2012-10-13,87.0,1016.0,285.81,2.0,260.0,
2012-10-13,87.0,1017.0,285.57,2.0,230.0,
2012-10-13,82.0,1017.0,285.79,2.0,280.0,
2012-10-13,76.0,1018.0,285.88,3.0,260.0,
2012-10-13,76.0,1019.0,286.48,4.0,240.0,
2012-10-13,67.0,1019.0,287.2,3.0,270.0,
2012-10-13,63.0,1020.0,288.07,2.0,270.0,
2012-10-13,55.0,1020.0,289.04,4.0,270.0,
2012-10-13,59.0,1020.0,289.6,5.0,270.0,
2012-10-13,55.0,1021.0,289.6,5.0,290.0,
2012-10-13,52.0,1021.0,290.04,4.0,270.0,
2012-10-13,52.0,1021.0,290.25,6.0,260.0,
2012-10-14,52.0,1021.0,289.97,4.0,270.0,
2012-10-14,51.0,1022.0,288.96,5.0,280.0,
2012-10-14,62.0,1022.0,287.84,3.0,290.0,
2012-10-14,71.0,1023.0,286.83,4.0,280.0,
2012-10-14,71.0,1023.0,285.98,2.0,280.0,
2012-10-14,76.0,1023.0,285.49,2.0,290.0,
2012-10-14,76.0,1023.0,285.11,1.0,290.0,
2012-10-14,76.0,1024.0,284.38,3.0,290.0,
2012-10-14,76.0,1024.0,284.01,1.0,250.0,
2012-10-14,71.0,1024.0,283.76,1.0,200.0,
2012-10-14,76.0,1025.0,283.5,0.0,0.0,
2012-10-14,81.0,1024.0,283.37,2.0,270.0,
2012-10-14,82.0,1025.0,283.12,0.0,0.0,
2012-10-14,81.0,1025.0,283.05,1.0,220.0,
2012-10-14,81.0,1025.0,283.08,0.0,0.0,
2012-10-14,82.0,1025.0,283.81,2.0,350.0,
2012-10-14,77.0,1026.0,286.95,2.0,350.0,
2012-10-14,72.0,1026.0,289.19,1.0,30.0,
2012-10-14,67.0,1026.0,291.16,1.0,30.0,
2012-10-14,63.0,1026.0,292.4,0.0,0.0,
2012-10-14,55.0,1025.0,293.28,2.0,80.0,
2012-10-14,59.0,1024.0,294.06,2.0,90.0,
2012-10-14,52.0,1023.0,295.22,0.0,0.0,
2012-10-14,43.0,1023.0,295.17,7.0,280.0,
2012-10-15,59.0,1022.0,294.35,8.0,270.0,
2012-10-15,63.0,1022.0,292.49,8.0,270.0,
2012-10-15,72.0,1022.0,290.74,6.0,270.0,
2012-10-15,77.0,1023.0,290.05,7.0,280.0,
2012-10-15,77.0,1023.0,289.19,6.0,280.0,
2012-10-15,77.0,1023.0,288.72,6.0,280.0,
2012-10-15,87.0,1023.0,288.04,5.0,290.0,
2012-10-15,93.0,1023.0,287.62,5.0,290.0,
2012-10-15,93.0,1023.0,287.77,6.0,280.0,
2012-10-15,93.0,1023.0,287.44,4.0,290.0,
2012-10-15,93.0,1023.0,287.08,0.0,0.0,
2012-10-15,93.0,1022.0,286.93,0.0,0.0,
2012-10-15,87.0,1022.0,286.92,2.0,300.0,
2012-10-15,87.0,1023.0,287.08,2.0,300.0,
2012-10-15,93.0,1023.0,286.99,0.0,0.0,
2012-10-15,87.0,1023.0,286.79,0.0,0.0,
2012-10-15,87.0,1023.0,286.97,1.0,300.0,
2012-10-15,87.0,1023.0,288.28,2.0,290.0,
2012-10-15,97.0,1023.0,288.84,0.0,253.0,
2012-10-15,82.0,1024.0,290.8,0.0,0.0,
2012-10-15,77.0,1023.0,292.31,2.0,230.0,
2012-10-15,68.0,1021.0,293.66,4.0,300.0,
2012-10-15,60.0,1020.0,295.35,5.0,300.0,
2012-10-15,60.0,1020.0,296.08,6.0,280.0,
2012-10-16,68.0,1019.0,295.11,8.0,270.0,
2012-10-16,72.0,1019.0,294.19,8.0,270.0,
2012-10-16,77.0,1019.0,292.25,8.0,280.0,
2012-10-16,82.0,1019.0,290.74,9.0,280.0,
2012-10-16,87.0,1019.0,289.37,8.0,270.0,
2012-10-16,87.0,1020.0,288.96,6.0,300.0,
2012-10-16,93.0,1019.0,288.35,3.0,290.0,
2012-10-16,93.0,1019.0,287.92,6.0,280.0,
2012-10-16,87.0,1019.0,287.53,4.0,290.0,
2012-10-16,87.0,1019.0,287.16,3.0,290.0,
2012-10-16,93.0,1018.0,287.02,1.0,300.0,
2012-10-16,87.0,1019.0,286.94,4.0,280.0,
2012-10-16,93.0,1018.0,286.55,0.0,0.0,
2012-10-16,93.0,1018.0,286.34,0.0,0.0,
2012-10-16,93.0,1019.0,285.99,2.0,160.0,
2012-10-16,93.0,1019.0,286.35,2.0,150.0,
2012-10-16,100.0,1019.0,288.12,0.0,0.0,
2012-10-16,93.0,1019.0,289.09,0.0,0.0,
2012-10-16,93.0,1019.0,290.27,0.0,0.0,
2012-10-16,82.0,1019.0,293.19,2.0,250.0,
2012-10-16,72.0,1017.0,294.95,2.0,80.0,
2012-10-16,72.0,1016.0,295.94,1.0,10.0,
2012-10-16,56.0,1016.0,296.84,8.0,280.0,
2012-10-16,56.0,1016.0,297.4,8.0,280.0,
2012-10-17,68.0,1016.0,296.72,10.0,280.0,
2012-10-17,68.0,1015.0,295.59,8.0,270.0,
2012-10-17,72.0,1015.0,293.23,8.0,270.0,
2012-10-17,77.0,1015.0,292.35,8.0,280.0,
2012-10-17,77.0,1016.0,291.43,8.0,270.0,
2012-10-17,77.0,1016.0,291.2,8.0,280.0,
2012-10-17,82.0,1016.0,290.8,8.0,280.0,
2012-10-17,82.0,1016.0,290.76,5.0,260.0,
2012-10-17,82.0,1016.0,290.58,7.0,270.0,
2012-10-17,88.0,1016.0,290.54,4.0,280.0,
2012-10-17,88.0,1016.0,290.04,5.0,280.0,
2012-10-17,88.0,1016.0,289.9,3.0,300.0,
2012-10-17,87.0,1015.0,289.49,2.0,290.0,
2012-10-17,88.0,1016.0,289.55,6.0,270.0,
2012-10-17,82.0,1015.0,289.55,6.0,280.0,
2012-10-17,93.0,1016.0,289.86,5.0,280.0,
2012-10-17,93.0,1016.0,291.2,4.0,280.0,
2012-10-17,45.0,1016.0,291.79,0.0,0.0,
2012-10-17,40.0,1016.0,293.42,0.0,0.0,
2012-10-17,43.0,1015.0,295.37,0.0,0.0,
2012-10-17,74.0,1008.0,297.63,0.0,0.0,
2012-10-17,88.0,1016.0,297.93,5.0,350.0,
2012-10-17,83.0,1008.0,297.94,2.0,210.0,
2012-10-17,72.0,1013.0,297.63,12.0,270.0,
2012-10-18,68.0,1013.0,296.81,10.0,280.0,
2012-10-18,68.0,1012.0,295.48,9.0,280.0,
2012-10-18,72.0,1012.0,293.02,8.0,270.0,
2012-10-18,77.0,1013.0,291.51,7.0,280.0,
2012-10-18,72.0,1012.0,290.94,5.0,290.0,
2012-10-18,72.0,1013.0,290.22,3.0,290.0,
2012-10-18,72.0,1013.0,289.36,1.0,280.0,
2012-10-18,72.0,1013.0,289.09,2.0,270.0,
2012-10-18,72.0,1013.0,288.49,0.0,0.0,
2012-10-18,77.0,1013.0,288.12,0.0,0.0,
2012-10-18,82.0,1013.0,287.48,0.0,0.0,
2012-10-18,82.0,1012.0,286.75,1.0,250.0,
2012-10-18,82.0,1012.0,286.41,0.0,0.0,
2012-10-18,93.0,1012.0,286.11,0.0,0.0,
2012-10-18,82.0,1013.0,286.26,0.0,0.0,
2012-10-18,87.0,1013.0,286.55,1.0,170.0,
2012-10-18,77.0,1013.0,290.44,0.0,0.0,
2012-10-18,68.0,1013.0,292.98,2.0,30.0,
2012-10-18,68.0,1013.0,295.05,1.0,40.0,
2012-10-18,64.0,1012.0,296.93,0.0,0.0,
2012-10-18,44.0,1012.0,299.55,0.0,0.0,
2012-10-18,15.0,1011.0,300.37,0.0,0.0,
2012-10-18,13.0,1010.0,301.5,0.0,0.0,
2012-10-18,21.0,1010.0,301.62,2.0,290.0,
2012-10-19,26.0,1010.0,301.32,5.0,290.0,
2012-10-19,31.0,1009.0,298.73,7.0,280.0,
2012-10-19,28.0,1010.0,295.62,6.0,270.0,
2012-10-19,30.0,1011.0,293.75,4.0,280.0,
2012-10-19,32.0,1011.0,292.38,1.0,290.0,
2012-10-19,32.0,1011.0,291.39,1.0,290.0,
2012-10-19,39.0,1012.0,289.82,0.0,0.0,
2012-10-19,51.0,1012.0,288.78,0.0,0.0,
2012-10-19,63.0,1012.0,288.05,0.0,0.0,
2012-10-19,55.0,1012.0,287.59,0.0,0.0,
2012-10-19,48.0,1012.0,288.5,1.0,200.0,
2012-10-19,55.0,1012.0,287.45,0.0,0.0,
2012-10-19,62.0,1012.0,288.17,1.0,210.0,
2012-10-19,51.0,1013.0,288.03,0.0,0.0,
2012-10-19,55.0,1013.0,288.6,0.0,0.0,
2012-10-19,55.0,1013.0,289.74,0.0,0.0,
2012-10-19,63.0,1014.0,292.98,1.0,110.0,
2012-10-19,52.0,1014.0,295.65,1.0,90.0,
2012-10-19,56.0,1015.0,297.27,2.0,80.0,
2012-10-19,46.0,1015.0,299.28,2.0,60.0,
2012-10-19,46.0,1015.0,299.58,3.0,30.0,
2012-10-19,49.0,1014.0,299.88,3.0,50.0,
2012-10-19,30.0,1014.0,301.55,6.0,150.0,
2012-10-19,26.0,1014.0,302.26,11.0,180.0,
2012-10-20,30.0,1014.0,300.95,7.0,190.0,
2012-10-20,44.0,1015.0,298.22,5.0,190.0,
2012-10-20,56.0,1015.0,295.4,6.0,180.0,
2012-10-20,68.0,1016.0,294.21,4.0,150.0,
2012-10-20,68.0,1016.0,293.43,3.0,170.0,
2012-10-20,73.0,1017.0,292.78,0.0,0.0,
2012-10-20,68.0,1017.0,292.18,1.0,200.0,
2012-10-20,73.0,1016.0,291.77,4.0,190.0,
2012-10-20,82.0,1016.0,291.14,4.0,210.0,
2012-10-20,82.0,1017.0,290.77,5.0,220.0,
2012-10-20,88.0,1017.0,290.24,4.0,240.0,
2012-10-20,88.0,1016.0,290.14,3.0,150.0,
2012-10-20,88.0,1017.0,290.18,2.0,130.0,
2012-10-20,82.0,1017.0,290.24,2.0,130.0,
2012-10-20,82.0,1017.0,290.27,2.0,190.0,
2012-10-20,88.0,1017.0,290.08,2.0,300.0,
2012-10-20,77.0,1017.0,290.73,4.0,150.0,
2012-10-20,77.0,1018.0,290.9,4.0,160.0,
2012-10-20,77.0,1018.0,291.37,2.0,230.0,
2012-10-20,72.0,1017.0,292.31,2.0,240.0,
2012-10-20,72.0,1017.0,292.7,4.0,320.0,
2012-10-20,68.0,1015.0,293.45,5.0,310.0,
2012-10-20,68.0,1015.0,293.62,6.0,290.0,
2012-10-20,72.0,1015.0,293.1,7.0,280.0,
2012-10-21,77.0,1014.0,292.65,6.0,290.0,
2012-10-21,77.0,1014.0,290.71,8.0,280.0,
2012-10-21,82.0,1014.0,289.2,6.0,290.0,
2012-10-21,87.0,1014.0,288.25,8.0,290.0,
2012-10-21,87.0,1014.0,287.72,6.0,290.0,
2012-10-21,82.0,1014.0,287.14,7.0,280.0,
2012-10-21,82.0,1013.0,287.07625,7.0,266.0,
2012-10-21,82.0,1013.0,287.0125,6.0,252.0,
2012-10-21,82.0,1013.0,286.94875,5.0,238.0,
2012-10-21,82.0,1013.0,286.885,4.0,225.0,
2012-10-21,82.0,1013.0,286.82125,4.0,211.0,
2012-10-21,82.0,1013.0,286.7575,3.0,197.0,
2012-10-21,82.0,1013.0,286.69375,2.0,183.0,
2012-10-21,82.0,1013.0,286.63,2.0,170.0,
2012-10-21,79.0,1012.0,287.331111111,3.0,182.0,
2012-10-21,76.0,1012.0,288.032222222,3.0,194.0,
2012-10-21,74.0,1012.0,288.733333333,4.0,206.0,
2012-10-21,71.0,1012.0,289.434444444,5.0,218.0,
2012-10-21,69.0,1011.0,290.135555556,6.0,231.0,
2012-10-21,66.0,1011.0,290.836666667,7.0,243.0,
2012-10-21,64.0,1011.0,291.537777778,8.0,255.0,
2012-10-21,61.0,1011.0,292.238888889,9.0,267.0,
2012-10-21,59.0,1011.0,292.94,10.0,280.0,
